Date;Time;Operation Mode;System Status;Flow [m³/h] W1-BF1;Flow [m³/h] W3-BF1 OR HW VFD Speed [Hz];Inlet Pressure [Bar];Outlet Pressure [Bar];Diff. Pressure [Bar];Uv Unit Temperature [°C];Uv-I Sensor [W/m²];Total Lamp Pwr [kW];Calculated [m³];ByPass;Alarm;Flow Limit;Allowed Flow [m³];FullTime
03-02-2023;07:41:09;Ballast;System Ready;0;0;1,55;1,49;0,06;25,2;0;0;0;System In Line;System Ok;500;35;03-02-2023 07:41
03-02-2023;07:46:09;Ballast;System Ready;0;0;1,55;1,49;0,06;25,2;0;0;0;System In Line;System Ok;500;35;03-02-2023 07:46
03-02-2023;07:51:09;Ballast;Open Recirculation Valves;0;0;1,6;1,54;0,06;25,3;0;0;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:14;Ballast;Recirculation;0;13;1,63;1,57;0,06;25,2;0;0;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:20;Ballast;Powering Up UV Lamps;0;25;1,65;1,59;0,06;25,2;2;14,669;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:25;Ballast;Powering Up UV Lamps;0;25;1,66;1,6;0,06;25,2;6;12,96;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:31;Ballast;Powering Up UV Lamps;0;25;1,66;1,6;0,06;25,2;5;12,799;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:36;Ballast;Powering Up UV Lamps;0;25;1,66;1,6;0,06;25,1;6;14,621;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:42;Ballast;Powering Up UV Lamps;0;25;1,67;1,61;0,06;25;12;19,922;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:47;Ballast;Powering Up UV Lamps;0;25;1,67;1,61;0,06;25;51;31,409;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:53;Ballast;Powering Up UV Lamps;1;25;1,68;1,62;0,06;24,9;142;41,259;0;System In Line;System Ok;500;35;03-02-2023 07:51
03-02-2023;07:51:58;Ballast;Powering Up UV Lamps;47;25;1,68;1,62;0,06;24,9;189;52,64;0;System In Line;System Ok;500;65,625;03-02-2023 07:51
03-02-2023;07:52:04;Ballast;Powering Up UV Lamps;3;25;1,68;1,62;0,06;24,9;249;62,205;0;System In Line;System Ok;500;98,75001;03-02-2023 07:52
03-02-2023;07:52:09;Ballast;Powering Up UV Lamps;46;25;1,68;1,62;0,06;25;315;69,969;0;System In Line;System Ok;500;143,75;03-02-2023 07:52
03-02-2023;07:52:15;Ballast;Powering Up UV Lamps;19;25;1,69;1,63;0,06;25,3;352;71,814;0;System In Line;System Ok;500;165;03-02-2023 07:52
03-02-2023;07:52:20;Ballast;Powering Up UV Lamps;1;25;1,69;1,63;0,06;25,5;350;72,002;0;System In Line;System Ok;500;168,75;03-02-2023 07:52
03-02-2023;07:52:26;Ballast;Powering Up UV Lamps;5;25;1,69;1,63;0,06;25,9;340;72,002;0;System In Line;System Ok;500;162,5;03-02-2023 07:52
03-02-2023;07:52:31;Ballast;Powering Up UV Lamps;21;25;1,7;1,64;0,06;26,3;337;71,997;0;System In Line;System Ok;500;160,625;03-02-2023 07:52
03-02-2023;07:52:37;Ballast;Start Ballast Pump;2;25;1,7;1,64;0,06;26,5;335;72,002;0;System In Line;System Ok;500;160,625;03-02-2023 07:52
03-02-2023;07:52:42;Ballast;Start Ballast Pump;12;25;1,7;1,64;0,06;26,8;330;72,003;0;System In Line;System Ok;500;156,25;03-02-2023 07:52
03-02-2023;07:52:48;Ballast;Start Ballast Pump;21;25;1,71;1,64;0,06;27,1;314;72,004;0;System In Line;System Ok;500;147,5;03-02-2023 07:52
03-02-2023;07:52:53;Ballast;Start Ballast Pump;1;25;1,71;1,65;0,06;27,4;301;72,007;0;System In Line;System Ok;500;138,75;03-02-2023 07:52
03-02-2023;07:52:59;Ballast;Start Ballast Pump;1;25;1,71;1,65;0,06;27,7;289;72,01;0;System In Line;System Ok;500;131,875;03-02-2023 07:52
03-02-2023;07:53:04;Ballast;Running Ballast;11;25;1,72;1,66;0,06;28;282;71,998;0;System In Line;System Ok;500;125,625;03-02-2023 07:53
03-02-2023;07:53:10;Ballast;Running Ballast;11;24;2,99;2,97;0,05;28,3;274;72,001;0;System In Line;System Ok;500;121,25;03-02-2023 07:53
03-02-2023;07:53:15;Ballast;Running Ballast;126;4;3,81;3,73;0,05;28,8;124;71,997;0,1;System In Line;System Ok;500;35;03-02-2023 07:53
03-02-2023;07:53:21;Ballast;Running Ballast;177;0;4,33;4,26;0,07;28,9;329;72,003;0,3;System In Line;System Ok;500;170,625;03-02-2023 07:53
03-02-2023;07:53:26;Ballast;Running Ballast;173;0;4,39;4,32;0,07;28,1;136;72,002;0,6;System In Line;System Ok;500;35;03-02-2023 07:53
03-02-2023;07:53:32;Ballast;Running Ballast;118;0;4,59;4,52;0,07;26,7;400;71,996;0,8;System In Line;System Ok;500;163,125;03-02-2023 07:53
03-02-2023;07:53:37;Ballast;Running Ballast;167;0;4,19;4,1;0,07;25,1;834;71,998;1;System In Line;System Ok;500;471,25;03-02-2023 07:53
03-02-2023;07:53:43;Ballast;Running Ballast;308;0;3,48;3,39;0,08;23,6;818;71,988;1,3;System In Line;System Ok;500;417,5;03-02-2023 07:53
03-02-2023;07:53:48;Ballast;Running Ballast;346;0;3,04;2,94;0,08;22,2;952;71,998;1,9;System In Line;System Ok;500;500;03-02-2023 07:53
03-02-2023;07:53:54;Ballast;Running Ballast;401;0;2,72;2,61;0,09;20,8;1266;70,578;2,4;System In Line;System Ok;500;500;03-02-2023 07:53
03-02-2023;07:54:00;Ballast;Running Ballast;442;0;2,42;2,32;0,11;19,8;1340;69,118;3,1;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:05;Ballast;Running Ballast;457;0;2,24;2,13;0,11;19;1304;69,118;3,7;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:10;Ballast;Running Ballast;470;0;2,09;1,98;0,11;18,4;1291;67,68;4,5;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:16;Ballast;Running Ballast;474;0;2,03;1,91;0,11;17,9;1313;66,243;5,1;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:21;Ballast;Running Ballast;485;0;1,92;1,81;0,11;17,5;1302;64,803;5,9;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:27;Ballast;Running Ballast;488;0;1,9;1,79;0,11;17,2;1227;63,359;6,8;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:32;Ballast;Running Ballast;485;0;1,91;1,8;0,11;16,9;1268;61,924;7,4;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:38;Ballast;Running Ballast;495;0;1,78;1,66;0,11;16,6;1242;60,483;8,1;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:43;Ballast;Running Ballast;498;0;1,77;1,65;0,12;16,4;1252;59,043;8,9;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:49;Ballast;Running Ballast;493;0;1,78;1,66;0,12;16,2;1258;57,606;9,6;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:54:54;Ballast;Running Ballast;497;0;1,77;1,63;0,12;16,1;1246;56,16;10,5;System In Line;System Ok;500;500;03-02-2023 07:54
03-02-2023;07:55:00;Ballast;Running Ballast;498;0;1,78;1,65;0,13;15,9;1231;56,159;11,3;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:05;Ballast;Running Ballast;498;0;1,77;1,65;0,13;15,7;1231;54,724;12;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:11;Ballast;Running Ballast;495;0;1,73;1,62;0,12;15,6;1198;53,279;12,8;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:16;Ballast;Running Ballast;496;0;1,77;1,65;0,13;15,4;1164;51,847;13,5;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:22;Ballast;Running Ballast;498;0;1,76;1,63;0,13;15,3;1129;50,4;14,2;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:27;Ballast;Running Ballast;497;0;1,75;1,63;0,13;15,1;1101;48,962;15;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:33;Ballast;Running Ballast;495;0;1,8;1,66;0,13;15;1063;47,519;15,7;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:38;Ballast;Running Ballast;498;0;1,76;1,62;0,13;15;1035;46,082;16,5;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:44;Ballast;Running Ballast;496;0;1,69;1,55;0,13;15;1019;46,081;17,3;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:49;Ballast;Running Ballast;504;0;1,65;1,52;0,13;14,9;1014;46,082;18;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:55:55;Ballast;Running Ballast;503;0;1,66;1,53;0,12;14,9;1026;46,085;18,9;System In Line;System Ok;500;500;03-02-2023 07:55
03-02-2023;07:56:00;Ballast;Running Ballast;503;0;1,66;1,53;0,13;14,8;1041;46,083;19,6;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:06;Ballast;Running Ballast;504;0;1,68;1,52;0,14;14,7;1046;46,084;20,3;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:11;Ballast;Running Ballast;501;0;1,67;1,51;0,14;14,7;1027;44,643;21,1;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:17;Ballast;Running Ballast;503;0;1,68;1,54;0,15;14,7;1025;44,64;21,8;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:22;Ballast;Running Ballast;503;0;1,68;1,52;0,15;14,6;1030;44,64;22,7;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:28;Ballast;Running Ballast;502;0;1,66;1,49;0,15;14,6;1026;44,641;23,3;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:33;Ballast;Running Ballast;504;0;1,69;1,52;0,16;14,5;1033;44,643;24,2;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:39;Ballast;Running Ballast;502;0;1,68;1,51;0,17;14,4;1035;44,642;24,9;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:44;Ballast;Running Ballast;504;0;1,69;1,53;0,17;14,4;1036;44,644;25,7;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:50;Ballast;Running Ballast;493;0;1,77;1,62;0,16;14,4;1040;44,648;26,4;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:56:55;Ballast;Running Ballast;495;0;1,76;1,59;0,15;14,4;1045;44,646;27,2;System In Line;System Ok;500;500;03-02-2023 07:56
03-02-2023;07:57:01;Ballast;Running Ballast;496;0;1,81;1,62;0,16;14,3;1047;44,642;27,9;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:06;Ballast;Running Ballast;494;0;1,78;1,61;0,17;14,2;1044;44,64;28,8;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:12;Ballast;Running Ballast;496;0;1,78;1,6;0,17;14,2;1034;43,199;29,4;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:17;Ballast;Running Ballast;494;0;1,79;1,61;0,18;14,2;1012;43,205;30,3;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:23;Ballast;Running Ballast;495;0;1,77;1,61;0,17;14,2;1011;43,204;31,1;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:28;Ballast;Running Ballast;498;0;1,74;1,57;0,17;14,1;1006;43,205;31,8;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:34;Ballast;Running Ballast;496;0;1,77;1,58;0,18;14,1;1016;43,203;32,6;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:39;Ballast;Running Ballast;495;0;1,75;1,57;0,18;14;1017;43,206;33,3;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:45;Ballast;Running Ballast;498;0;1,78;1,58;0,18;14;1015;43,203;34,1;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:50;Ballast;Running Ballast;494;0;1,79;1,59;0,19;14;1018;43,204;34,8;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:57:56;Ballast;Running Ballast;496;0;1,76;1,56;0,2;14;1019;43,205;35,6;System In Line;System Ok;500;500;03-02-2023 07:57
03-02-2023;07:58:01;Ballast;Running Ballast;495;0;1,79;1,58;0,19;14;1021;43,202;36,3;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:07;Ballast;Running Ballast;495;0;1,78;1,57;0,2;13,9;1023;43,205;37,2;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:12;Ballast;Running Ballast;496;0;1,71;1,51;0,2;13,9;1021;43,202;37,8;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:18;Ballast;Running Ballast;502;0;1,7;1,48;0,21;13,9;1022;43,203;38,5;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:23;Ballast;Running Ballast;502;0;1,68;1,49;0,21;13,9;1019;43,204;39,4;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:29;Ballast;Running Ballast;502;0;1,69;1,48;0,21;13,9;1023;43,201;40,1;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:34;Ballast;Running Ballast;502;0;1,7;1,47;0,21;13,8;1022;43,205;40,9;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:40;Ballast;Running Ballast;502;0;1,69;1,46;0,22;13,8;1022;43,205;41,6;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:45;Ballast;Running Ballast;505;0;1,7;1,48;0,23;13,8;1025;43,201;42,4;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:51;Ballast;Running Ballast;501;0;1,69;1,48;0,23;13,8;1025;43,202;43,3;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:58:56;Ballast;Running Ballast;499;0;1,7;1,47;0,22;13,8;1026;43,206;44;System In Line;System Ok;500;500;03-02-2023 07:58
03-02-2023;07:59:02;Ballast;Running Ballast;499;0;1,7;1,48;0,22;13,8;1026;43,205;44,7;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:07;Ballast;Running Ballast;502;0;1,69;1,45;0,23;13,8;1025;43,203;45,5;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:13;Ballast;Running Ballast;499;0;1,71;1,47;0,23;13,8;1026;43,207;46,2;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:18;Ballast;Running Ballast;500;0;1,68;1,45;0,23;13,8;1024;43,202;47;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:24;Ballast;Running Ballast;500;0;1,71;1,48;0,24;13,7;1026;43,202;47,7;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:29;Ballast;Running Ballast;501;0;1,73;1,47;0,24;13,7;1027;43,204;48,5;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:35;Ballast;Running Ballast;500;0;1,72;1,48;0,24;13,7;1026;43,203;49,4;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:40;Ballast;Running Ballast;499;0;1,73;1,45;0,26;13,7;1026;43,203;50,1;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:46;Ballast;Running Ballast;498;0;1,74;1,47;0,27;13,7;1028;43,202;50,9;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:51;Ballast;Running Ballast;500;0;1,73;1,47;0,27;13,7;1029;43,201;51,6;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;07:59:57;Ballast;Running Ballast;498;0;1,73;1,46;0,27;13,7;1026;43,205;52,3;System In Line;System Ok;500;500;03-02-2023 07:59
03-02-2023;08:00:03;Ballast;Running Ballast;497;0;1,72;1,46;0,27;13,7;1023;43,206;53,1;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:08;Ballast;Running Ballast;499;0;1,73;1,45;0,27;13,7;1021;43,202;53,8;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:14;Ballast;Running Ballast;495;0;1,72;1,45;0,28;13,7;1025;43,205;54,6;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:19;Ballast;Running Ballast;496;0;1,73;1,45;0,28;13,6;1027;43,206;55,3;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:25;Ballast;Running Ballast;497;0;1,74;1,45;0,28;13,6;1031;43,205;56,2;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:30;Ballast;Running Ballast;499;0;1,75;1,46;0,28;13,6;1024;43,204;56,9;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:36;Ballast;Running Ballast;498;0;1,75;1,45;0,29;13,6;1022;43,205;57,7;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:42;Ballast;Running Ballast;497;0;1,74;1,45;0,29;13,6;1024;43,203;58,5;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:47;Ballast;Running Ballast;493;0;1,75;1,45;0,29;13,6;1026;43,206;59,2;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:52;Ballast;Running Ballast;495;0;1,76;1,46;0,3;13,6;1025;43,201;59,9;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:00:58;Ballast;Running Ballast;497;0;1,76;1,44;0,3;13,6;1028;43,206;60,7;System In Line;System Ok;500;500;03-02-2023 08:00
03-02-2023;08:01:04;Ballast;Running Ballast;496;0;1,77;1,46;0,3;13,6;1030;43,201;61,5;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:09;Ballast;Filter Flushing;500;17;1,6;1,36;0,3;13,6;1006;43,203;62,2;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:15;Ballast;Filter Flushing;525;48;1,36;1,25;0,22;13,6;1038;43,204;62,9;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:20;Ballast;Filter Flushing;524;50;1,39;1,27;0,14;13,6;1040;43,202;63,8;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:25;Ballast;Filter Flushing;515;50;1,48;1,37;0,12;13,6;1043;43,203;64,5;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:31;Ballast;Running Ballast;516;49;1,5;1,39;0,12;13,6;1042;43,203;65,4;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:37;Ballast;Running Ballast;502;24;1,81;1,7;0,11;13,6;1043;43,2;66,3;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:42;Ballast;Running Ballast;491;2;1,85;1,74;0,1;13,6;1042;43,205;66,9;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:47;Ballast;Running Ballast;487;0;1,86;1,76;0,11;13,6;1043;43,203;67,6;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:53;Ballast;Running Ballast;489;0;1,83;1,73;0,11;13,6;1043;43,206;68,4;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:01:59;Ballast;Running Ballast;490;0;1,85;1,75;0,1;13,6;1044;43,204;69,2;System In Line;System Ok;500;500;03-02-2023 08:01
03-02-2023;08:02:04;Ballast;Running Ballast;490;0;1,85;1,73;0,1;13,6;1045;43,201;69,9;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:10;Ballast;Running Ballast;490;0;1,84;1,75;0,11;13,6;1046;43,205;70,7;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:15;Ballast;Running Ballast;496;0;1,73;1,63;0,11;13,5;1046;43,205;71,4;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:20;Ballast;Running Ballast;500;0;1,72;1,61;0,11;13,5;1046;43,205;72,1;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:26;Ballast;Running Ballast;501;0;1,74;1,63;0,11;13,5;1046;43,204;73;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:32;Ballast;Running Ballast;499;0;1,72;1,61;0,12;13,5;1047;43,204;73,6;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:37;Ballast;Running Ballast;499;0;1,74;1,63;0,12;13,5;1047;43,205;74,5;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:42;Ballast;Running Ballast;500;0;1,75;1,64;0,11;13,5;1050;43,204;75,2;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:48;Ballast;Running Ballast;500;0;1,72;1,6;0,1;13,5;1050;43,205;76;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:53;Ballast;Running Ballast;497;0;1,74;1,63;0,11;13,4;1016;41,762;76,7;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:02:59;Ballast;Running Ballast;500;0;1,72;1,62;0,11;13,4;1007;41,766;77,5;System In Line;System Ok;500;500;03-02-2023 08:02
03-02-2023;08:03:05;Ballast;Running Ballast;499;0;1,73;1,61;0,11;13,4;1007;41,761;78,2;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:10;Ballast;Running Ballast;502;0;1,75;1,64;0,11;13,4;1006;41,765;79,1;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:16;Ballast;Running Ballast;502;0;1,73;1,63;0,11;13,4;1006;41,758;79,9;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:21;Ballast;Running Ballast;499;0;1,72;1,6;0,11;13,4;1007;41,763;80,6;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:27;Ballast;Running Ballast;500;0;1,72;1,62;0,12;13,3;1006;41,763;81,4;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:32;Ballast;Running Ballast;497;0;1,73;1,63;0,11;13,3;1007;41,764;82,1;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:37;Ballast;Running Ballast;498;0;1,72;1,6;0,11;13,3;1008;41,761;82,8;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:43;Ballast;Running Ballast;496;0;1,74;1,65;0,11;13,3;1008;41,761;83,6;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:49;Ballast;Running Ballast;502;0;1,71;1,6;0,11;13,3;1009;41,763;84,3;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:03:54;Ballast;Running Ballast;497;0;1,72;1,62;0,11;13,3;1010;41,757;85,2;System In Line;System Ok;500;500;03-02-2023 08:03
03-02-2023;08:04:00;Ballast;Running Ballast;498;0;1,72;1,61;0,11;13,3;1012;41,761;86;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:05;Ballast;Running Ballast;501;0;1,72;1,62;0,11;13,3;1011;41,758;86,7;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:11;Ballast;Running Ballast;500;0;1,75;1,63;0,11;13,3;1012;41,761;87,4;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:16;Ballast;Running Ballast;498;0;1,72;1,62;0,11;13,3;1012;41,762;88,2;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:22;Ballast;Running Ballast;500;0;1,74;1,64;0,1;13,3;1013;41,759;88,9;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:27;Ballast;Running Ballast;497;0;1,75;1,63;0,11;13,3;1014;41,763;89,7;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:33;Ballast;Running Ballast;501;0;1,71;1,61;0,12;13,3;1017;41,763;90,6;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:38;Ballast;Running Ballast;496;0;1,77;1,66;0,11;13,3;1017;41,763;91,3;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:44;Ballast;Running Ballast;500;0;1,72;1,61;0,11;13,3;1018;41,763;91,9;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:49;Ballast;Running Ballast;499;0;1,72;1,61;0,12;13,2;1017;41,762;92,8;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:54;Ballast;Running Ballast;497;0;1,74;1,64;0,1;13,2;1016;41,764;93,5;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:04:59;Ballast;Running Ballast;498;0;1,73;1,61;0,1;13,2;1017;41,763;94,3;System In Line;System Ok;500;500;03-02-2023 08:04
03-02-2023;08:05:05;Ballast;Running Ballast;501;0;1,75;1,62;0,12;13,1;1018;41,763;95;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:10;Ballast;Running Ballast;498;0;1,72;1,64;0,11;13,1;1017;41,758;95,8;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:16;Ballast;Running Ballast;499;0;1,74;1,63;0,1;13,1;1018;41,76;96,7;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:21;Ballast;Running Ballast;499;0;1,73;1,61;0,1;13;1020;41,762;97,4;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:27;Ballast;Running Ballast;499;0;1,72;1,63;0,1;13;1020;41,763;98;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:32;Ballast;Running Ballast;500;0;1,73;1,62;0,1;13;1021;41,764;98,9;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:38;Ballast;Running Ballast;499;0;1,73;1,61;0,11;13;1020;41,762;99,6;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:43;Ballast;Running Ballast;499;0;1,73;1,62;0,12;13;1021;41,765;100,4;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:49;Ballast;Running Ballast;498;0;1,73;1,62;0,12;13;1022;41,761;101,1;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:05:54;Ballast;Running Ballast;499;0;1,74;1,63;0,11;13;1025;41,763;101,9;System In Line;System Ok;500;500;03-02-2023 08:05
03-02-2023;08:06:00;Ballast;Running Ballast;499;0;1,73;1,6;0,11;13;1025;41,762;102,6;System In Line;System Ok;500;500;03-02-2023 08:06
03-02-2023;08:06:06;Ballast;Running Ballast;498;0;1,77;1,64;0,12;12,9;1024;41,758;103,4;System In Line;System Ok;500;500;03-02-2023 08:06
03-02-2023;08:06:11;Ballast;Running Ballast;497;0;1,66;1,55;0,12;12,9;1026;41,764;104,1;System In Line;System Ok;500;500;03-02-2023 08:06
03-02-2023;08:06:16;Ballast;Running Ballast;504;0;1,59;1,5;0,11;12,9;1026;41,758;105;System In Line;System Ok;500;500;03-02-2023 08:06
03-02-2023;08:06:22;Ballast;Running Ballast;506;0;1,63;1,53;0,1;12,9;1027;41,762;105,8;System In Line;System Ok;500;500;03-02-2023 08:06
03-02-2023;08:06:27;Ballast;Running Ballast;508;0;1,63;1,51;0,11;12,8;1027;41,763;106,5;System In Line;System Ok;500;500;03-02-2023 08:06
